2.127020,0.956720,1.137335,2.000000
3.326490,1.280190,1.919906,2.000000
2.543710,0.957330,0.549581,2.000000
3.233950,1.082020,1.811270,2.000000
4.431530,0.540410,1.963286,2.000000
3.564790,1.117650,0.657160,2.000000
4.255880,0.906440,1.954932,2.000000
4.053870,0.532920,1.703390,2.000000
3.089700,1.088140,1.421632,2.000000
2.847340,0.267590,0.190904,2.000000
3.635860,1.121600,0.747349,2.000000
1.955390,1.321570,1.911086,2.000000
2.883840,0.804550,1.893735,2.000000
3.484440,1.135510,1.046548,2.000000
3.497980,1.100460,1.672636,2.000000
2.455760,0.789050,1.225818,2.000000
3.203800,1.027280,1.031683,2.000000
3.006770,0.625190,1.788418,2.000000
1.965480,1.217310,0.919856,2.000000
2.179890,1.308800,1.590158,2.000000
2.612070,0.990770,1.998558,2.000000
3.955500,0.832690,1.500573,2.000000
3.648460,1.628500,1.779251,2.000000
4.184500,0.453560,0.988927,2.000000
3.787570,1.454430,0.808009,2.000000
3.300640,1.281080,0.219706,2.000000
3.028360,1.356350,0.001284,2.000000
3.184120,1.414110,1.440741,2.000000
4.169120,0.205810,1.648838,2.000000
3.240240,1.148760,1.659328,2.000000
3.915960,1.012260,0.908385,2.000000
2.969800,1.012100,0.802580,2.000000
1.129940,0.770850,1.375628,2.000000
2.717310,0.486980,0.615784,2.000000
3.118900,0.694380,1.498272,2.000000
2.405180,1.117780,0.150397,2.000000
2.958180,1.018870,0.531593,2.000000
1.654560,1.186310,0.976124,2.000000
2.397760,1.247210,1.869242,2.000000
2.284090,0.648650,1.521286,2.000000
2.795890,0.995270,0.686503,2.000000
3.411560,1.159640,1.792353,2.000000
3.506640,0.738780,1.721359,2.000000
3.936160,1.462030,1.526133,2.000000
3.902070,1.277790,0.857772,2.000000
2.610360,0.880280,0.565450,2.000000
4.372720,1.029140,0.089826,2.000000
3.083490,1.196330,0.658813,2.000000
2.115990,0.793040,1.079775,2.000000
2.156530,0.403590,1.461610,2.000000
2.144910,1.135820,1.004967,2.000000
1.849360,1.022330,0.655530,2.000000
4.159080,0.617210,0.702867,2.000000
2.764940,1.431490,1.247581,2.000000
3.905610,1.165750,1.880977,2.000000
2.540720,0.983930,0.493660,2.000000
4.277830,1.180140,1.384068,2.000000
3.310580,1.031240,0.015035,2.000000
2.155210,0.806970,1.090371,2.000000
3.713640,0.458130,0.168549,2.000000
3.540100,0.864460,0.093421,2.000000
1.605200,1.109810,0.527952,2.000000
1.751640,0.688540,0.746791,2.000000
3.124050,0.678220,0.274140,2.000000
2.371990,1.427900,1.721773,2.000000
2.534460,1.215620,1.468227,2.000000
3.683450,1.228350,0.667340,2.000000
3.267010,0.320570,0.125219,2.000000
3.941590,0.825770,1.679142,2.000000
3.264550,1.383690,1.548489,2.000000
4.304710,1.107260,1.068181,2.000000
2.684990,0.353450,1.038485,2.000000
3.126350,1.280690,0.569248,2.000000
2.942940,1.028250,1.064503,2.000000
3.118770,1.332850,1.597298,2.000000
2.023590,0.447720,0.449094,2.000000
3.622030,1.286440,1.873822,2.000000
2.428660,0.864990,1.440915,2.000000
2.095170,1.140100,0.459555,2.000000
5.292390,0.368730,1.184948,2.000000
2.072920,1.167640,0.088570,2.000000
0.946230,0.245220,0.556843,2.000000
2.739120,1.100720,0.108989,2.000000
6.005070,2.727840,0.422361,1.000000
6.056960,2.949700,1.231835,1.000000
6.770130,3.214110,0.949079,1.000000
5.640350,2.693850,1.789881,1.000000
5.633250,2.990020,0.256639,1.000000
6.174430,3.290260,1.338809,1.000000
7.246950,2.968770,1.912228,1.000000
5.581630,3.335100,0.626091,1.000000
5.362720,3.146810,0.731865,1.000000
4.707760,2.787110,0.292328,1.000000
7.428920,3.466790,0.325139,1.000000
6.641070,3.059990,0.044168,1.000000
6.374740,2.562530,0.476447,1.000000
7.287800,2.751800,1.661666,1.000000
6.202950,2.678560,1.735381,1.000000
5.387360,2.267370,1.236859,1.000000
5.667310,2.964780,0.448363,1.000000
6.597020,3.070820,0.981031,1.000000
7.756610,3.156040,1.698743,1.000000
6.632630,3.147990,1.040076,1.000000
5.766350,3.142720,0.068337,1.000000
5.994230,2.757080,0.626038,1.000000
6.378700,2.650220,1.714170,1.000000
5.740360,3.103910,1.512229,1.000000
4.616520,2.793210,1.210258,1.000000
5.335340,3.039290,1.566274,1.000000
5.372940,2.816850,1.424744,1.000000
5.036110,2.924860,1.437366,1.000000
5.529090,3.336820,0.929056,1.000000
6.050870,2.807030,1.512434,1.000000
5.132010,2.198120,1.802104,1.000000
5.732850,2.877380,0.801960,1.000000
6.781110,3.056770,0.443323,1.000000
6.448340,3.352990,1.683354,1.000000
6.399410,2.897570,1.852669,1.000000
5.860680,2.995770,1.407041,1.000000
6.447650,3.165610,0.282024,1.000000
5.367080,3.195030,0.132525,1.000000
5.887360,3.346160,1.849073,1.000000
3.961620,2.720250,0.376912,2.000000
6.284380,3.173610,1.180447,1.000000
4.205850,2.816470,1.245705,1.000000
5.326160,3.033140,1.371310,1.000000
7.171350,3.412270,1.927340,1.000000
7.494930,2.840190,1.470537,1.000000
7.398070,3.484870,1.341733,1.000000
5.024330,2.986830,0.569024,1.000000
5.317120,2.817410,0.411618,1.000000
5.876550,3.216610,1.565537,1.000000
6.037630,2.683040,1.631431,1.000000
5.912800,2.856320,1.053440,1.000000
6.694510,2.890560,1.289002,1.000000
6.010180,2.724010,1.129123,1.000000
6.927220,3.199600,1.030597,1.000000
6.335600,3.308640,1.601751,1.000000
6.242570,2.791790,1.863390,1.000000
5.578120,3.247660,1.048409,1.000000
6.407740,2.675550,0.189222,1.000000
6.800300,3.175800,0.515807,1.000000
7.216840,2.728970,1.187693,1.000000
6.511010,2.727320,0.809656,1.000000
4.606310,3.329460,1.440705,1.000000
7.655030,2.870960,1.853381,1.000000
5.502960,2.629250,1.776662,1.000000
6.630610,3.015020,0.479737,1.000000
3.459280,2.684780,0.667814,2.000000
8.203400,2.416930,0.981132,1.000000
4.956790,2.897760,0.477880,1.000000
5.370530,2.449550,0.695280,1.000000
5.697980,2.949770,0.925026,1.000000
6.273760,2.242560,1.174595,1.000000
5.052750,2.756920,0.934039,1.000000
6.885760,2.888450,0.386015,1.000000
4.187740,2.892830,1.344800,1.000000
5.975100,3.025920,0.231252,1.000000
6.094570,2.618680,1.419986,1.000000
5.723960,3.044540,0.990437,1.000000
4.372500,3.054880,1.186574,1.000000
6.292060,2.775740,0.231309,1.000000
5.145330,4.132260,1.624180,1.000000
6.587060,3.375080,1.203122,1.000000
5.787690,3.292550,0.066846,1.000000
6.727980,3.004400,1.007309,1.000000
6.640790,2.410690,1.170299,1.000000
6.232290,2.728510,0.385973,1.000000
6.217730,2.809950,0.261392,1.000000
5.781160,3.079880,0.311477,1.000000
6.624470,2.744540,1.349531,1.000000
5.195910,3.069730,1.073426,1.000000
5.871770,3.255180,1.202663,1.000000
5.895620,2.898440,0.876127,1.000000
5.617540,2.597510,0.603256,1.000000
5.631760,3.047590,0.470714,1.000000
5.502590,3.118690,1.728343,1.000000
6.482130,2.550850,1.913939,1.000000
7.302790,3.380160,1.425696,1.000000
6.991980,2.987070,0.197825,1.000000
4.825530,2.779620,1.634177,1.000000
6.117680,2.854760,1.575161,1.000000
0.940490,5.715570,0.902122,0.000000
